Borough,CONDOMINIUMS COMPARABLE PROPERTIES Boro-Block-Lot,CONDOMINIUMS COMPARABLE PROPERTIES Condo Section,CONDOMINIUMS COMPARABLE PROPERTIES Address,CONDOMINIUMS COMPARABLE PROPERTIES Neighborhood,CONDOMINIUMS COMPARABLE PROPERTIES Building Classification,CONDOMINIUMS COMPARABLE PROPERTIES Total Units,CONDOMINIUMS COMPARABLE PROPERTIES Year Built,CONDOMINIUMS COMPARABLE PROPERTIES Gross SqFt,CONDOMINIUMS COMPARABLE PROPERTIES Estimated Gross Income,CONDOMINIUMS COMPARABLE PROPERTIES Gross Income per SqFt,CONDOMINIUMS COMPARABLE PROPERTIES Estimated Expense,CONDOMINIUMS COMPARABLE PROPERTIES Expense per SqFt,CONDOMINIUMS COMPARABLE PROPERTIES Net Operating Income,CONDOMINIUMS COMPARABLE PROPERTIES Full Market Value,CONDOMINIUMS COMPARABLE PROPERTIES Market Value per SqFt,COMPARABLE RENTAL 1 Boro-Block-Lot,COMPARABLE RENTAL 1 Address,COMPARABLE RENTAL 1 Neighborhood,COMPARABLE RENTAL 1 Building Classification,COMPARABLE RENTAL 1 Total Units,COMPARABLE RENTAL 1 Year Built,COMPARABLE RENTAL 1 Gross SqFt,COMPARABLE RENTAL 1 Estimated Gross Income,COMPARABLE RENTAL 1 Gross Income per SqFt,COMPARABLE RENTAL 1 Estimated Expense,COMPARABLE RENTAL 1 Expense per SqFt,COMPARABLE RENTAL 1 Net Operating Income,COMPARABLE RENTAL 1 Full Market Value,COMPARABLE RENTAL 1 Market Value per SqFt,COMPARABLE RENTAL 1 Distance from Condo in miles,COMPARABLE RENTAL 2 Boro-Block-Lot,COMPARABLE RENTAL 2 Address,COMPARABLE RENTAL 2 Neighborhood,COMPARABLE RENTAL 2 Building Classification,COMPARABLE RENTAL 2 Total Units,COMPARABLE RENTAL 2 Year Built,COMPARABLE RENTAL 2 Gross SqFt,COMPARABLE RENTAL 2 Estimated Gross Income,COMPARABLE RENTAL 2 Gross Income per SqFt,COMPARABLE RENTAL 2 Estimated Expense,COMPARABLE RENTAL 2 Expense per SqFt,COMPARABLE RENTAL 2 Net Operating Income,COMPARABLE RENTAL 2 Full Market Value,COMPARABLE RENTAL 2 Market Value per SqFt,COMPARABLE RENTAL 2 Distance from Condo in miles,COMPARABLE RENTAL 3 Boro-Block-Lot,COMPARABLE RENTAL 3 Address,COMPARABLE RENTAL 3 Neighborhood,COMPARABLE RENTAL 3 Building Classification,COMPARABLE RENTAL 3 Total Units,COMPARABLE RENTAL 3 Year Built,COMPARABLE RENTAL 3 Gross SqFt,COMPARABLE RENTAL 3 Estimated Gross Income,COMPARABLE RENTAL 3 Gross Income per SqFt,COMPARABLE RENTAL 3 Estimated Expense,COMPARABLE RENTAL 3 Expense per SqFt,COMPARABLE RENTAL 3 Net Operating Income,COMPARABLE RENTAL 3 Full Market Value,COMPARABLE RENTAL 3 Market Value per SqFt,COMPARABLE RENTAL 3 Distance from Condo in miles
Manhattan,1-00016-7503,0385-R1,250 SOUTH END AVENUE,TRIBECA,R4-CONDOMINIUM,109,1985,105000,4365900,41.58,1273650,12.13,3092250,22210281,211.53,1-00016-0185,211 NORTH END AVENUE,TRIBECA,D8-ELEVATOR,256,2004,278142,13788111,49.57,3677770,13.22,10110341,75778000,272.44,0,1-00065-0010,9 MAIDEN LANE,FINANCIAL,D5-ELEVATOR,68,1900,58354,2099485,35.98,645225,11.06,1454260,10730000,183.88,0.38,1-00016-0195,325 NORTH END AVENUE,TRIBECA,D8-ELEVATOR,276,2004,"356,483","14,824,344",41.58,"4,325,175",12.13,"10,499,169","79,263,000",222.35,0.00
Manhattan,1-00016-7504,0360-R1,300 ALBANY STREET,TRIBECA,R4-CONDOMINIUM,107,1986,87479,3637377,41.58,1061120,12.13,2576257,19449002,222.33,1-00016-0185,211 NORTH END AVENUE,TRIBECA,D8-ELEVATOR,256,2004,278142,13788111,49.57,3677770,13.22,10110341,75778000,272.44,0,1-00065-0010,9 MAIDEN LANE,FINANCIAL,D5-ELEVATOR,68,1900,58354,2099485,35.98,645225,11.06,1454260,10730000,183.88,0.38,1-00016-0195,325 NORTH END AVENUE,TRIBECA,D8-ELEVATOR,276,2004,"356,483","14,824,344",41.58,"4,325,175",12.13,"10,499,169","79,263,000",222.35,0.00
Manhattan,1-00016-7505,0371-R1,380 RECTOR PLACE,TRIBECA,R4-CONDOMINIUM,247,1987,255845,11246946,43.96,2440761,9.54,8806185,66316999,259.21,1-00016-0020,70 BATTERY PLACE,TRIBECA,D8-ELEVATOR,210,1998,230766,6465883,28.02,2122314,9.2,4343569,31269000,135.5,0,1-00016-0190,22 RIVER TERRACE,TRIBECA,D8-ELEVATOR,324,2000,331500,14519700,43.8,4790175,14.45,9729525,73281000,221.06,0,1-00016-0180,20 RIVER TERRACE,TRIBECA,D8-ELEVATOR,294,2002,"356,786","18,051,324",50.59,"4,569,252",12.81,"13,482,072","100,974,000",283.01,0.00
Manhattan,1-00016-7507,0450-R1,300 RECTOR PLACE,TRIBECA,R4-CONDOMINIUM,154,1986,126008,5239413,41.58,1528477,12.13,3710936,28015990,222.34,1-00016-0185,211 NORTH END AVENUE,TRIBECA,D8-ELEVATOR,256,2004,278142,13788111,49.57,3677770,13.22,10110341,75778000,272.44,0,1-00016-0195,325 NORTH END AVENUE,TRIBECA,D8-ELEVATOR,276,2004,356483,14824344,41.58,4325175,12.13,10499169,79263000,222.35,0,1-00065-0010,9 MAIDEN LANE,FINANCIAL,D5-ELEVATOR,68,1900,"58,354","2,099,485",35.98,"645,225",11.06,"1,454,260","10,730,000",183.88,0.38
Manhattan,1-00016-7508,0498-R1,200 RECTOR PLACE,TRIBECA,R4-CONDOMINIUM,546,1987,586224,24375194,41.58,7110897,12.13,17264297,130154990,222.02,1-00016-0195,325 NORTH END AVENUE,TRIBECA,D8-ELEVATOR,276,2004,356483,14824344,41.58,4325175,12.13,10499169,79263000,222.35,0,1-00016-0185,211 NORTH END AVENUE,TRIBECA,D8-ELEVATOR,256,2004,278142,13788111,49.57,3677770,13.22,10110341,75778000,272.44,0,1-00173-0027,343 BROADWAY,CIVIC CENTER,D6-ELEVATOR,359,2005,"396,000","14,128,690",35.68,"3,635,867",9.18,"10,492,823","77,529,000",195.78,0.70
Manhattan,1-00016-7514,1623-R1,30 WEST STREET,TRIBECA,R4-CONDOMINIUM,234,2006,431824,18041607,41.78,5298480,12.27,12743127,89682996,207.68,1-00016-0195,325 NORTH END AVENUE,TRIBECA,D8-ELEVATOR,276,2004,356483,14824344,41.58,4325175,12.13,10499169,79263000,222.35,0,1-00016-0185,211 NORTH END AVENUE,TRIBECA,D8-ELEVATOR,256,2004,278142,13788111,49.57,3677770,13.22,10110341,75778000,272.44,0,1-00088-0014,12 BARCLAY STREET,CIVIC CENTER,D8-ELEVATOR,402,2006,"531,000","22,181,368",41.77,"6,514,339",12.27,"15,667,029","118,260,000",222.71,0.37
Manhattan,1-00016-7518,2198-R1,333 RECTOR PLACE,TRIBECA,R4-CONDOMINIUM,174,1985,237725,10051013,42.28,2498490,10.51,7552523,57048005,239.97,1-00016-0185,211 NORTH END AVENUE,TRIBECA,D8-ELEVATOR,256,2004,278142,13788111,49.57,3677770,13.22,10110341,75778000,272.44,0,1-00042-0001,100 MAIDEN LANE,FINANCIAL,D6-ELEVATOR,346,1930,290116,12265285,42.28,3047712,10.51,9217573,69551000,239.74,0.53,1-00016-0195,325 NORTH END AVENUE,TRIBECA,D8-ELEVATOR,276,2004,"356,483","14,824,344",41.58,"4,325,175",12.13,"10,499,169","79,263,000",222.35,0.00
Manhattan,1-00024-7501,1912-R1,40 BROAD STREET,FINANCIAL,R4-CONDOMINIUM,162,1982,231300,9779364,42.28,2430963,10.51,7348401,43229973,186.9,1-00042-0001,100 MAIDEN LANE,FINANCIAL,D6-ELEVATOR,346,1930,290116,12265285,42.28,3047712,10.51,9217573,69551000,239.74,0.23,1-00016-0185,211 NORTH END AVENUE,TRIBECA,D8-ELEVATOR,256,2004,278142,13788111,49.57,3677770,13.22,10110341,75778000,272.44,0.44,1-00077-0024,82 FULTON STREET,FINANCIAL,D7-ELEVATOR,205,1900,"159,000","5,447,340",34.26,"1,906,410",11.99,"3,540,930","26,237,000",165.01,0.36
Manhattan,1-00025-7501,1957-R1,15 WILLIAM STREET,FINANCIAL,R4-CONDOMINIUM,320,2005,477747,19864720,41.58,5795071,12.13,14069649,106168339,222.23,1-00016-0195,325 NORTH END AVENUE,TRIBECA,D8-ELEVATOR,276,2004,356483,14824344,41.58,4325175,12.13,10499169,79263000,222.35,0.48,1-00151-0001,101 DUANE STREET,CIVIC CENTER,D6-ELEVATOR,443,1988,434418,17024841,39.19,5786448,13.32,11238393,84991000,195.64,0.75,1-00016-0185,211 NORTH END AVENUE,TRIBECA,D8-ELEVATOR,256,2004,"278,142","13,788,111",49.57,"3,677,770",13.22,"10,110,341","75,778,000",272.44,0.48
Manhattan,1-00026-7501,1480-R1,15 BROAD STREET,FINANCIAL,R4-CONDOMINIUM,382,1914,648926,27436591,42.28,6820212,10.51,20616379,155560004,239.72,1-00042-0001,100 MAIDEN LANE,FINANCIAL,D6-ELEVATOR,346,1930,290116,12265285,42.28,3047712,10.51,9217573,69551000,239.74,0.14,1-00077-0024,82 FULTON STREET,FINANCIAL,D7-ELEVATOR,205,1900,159000,5447340,34.26,1906410,11.99,3540930,26237000,165.01,0.27,1-00016-0185,211 NORTH END AVENUE,TRIBECA,D8-ELEVATOR,256,2004,"278,142","13,788,111",49.57,"3,677,770",13.22,"10,110,341","75,778,000",272.44,0.45
Manhattan,1-00028-7501,1590-R1,82 BEAVER STREET,FINANCIAL,R4-CONDOMINIUM,126,1987,96902,3271412,33.76,995184,10.27,2276228,16895998,174.36,1-00071-0001,156 FRONT STREET,FINANCIAL,D7-ELEVATOR,66,1930,52969,1788390,33.76,543771,10.27,1244619,9239000,174.42,0.17,1-00065-0010,9 MAIDEN LANE,FINANCIAL,D5-ELEVATOR,68,1900,58354,2099485,35.98,645225,11.06,1454260,10730000,183.88,0.32,1-00077-0024,82 FULTON STREET,FINANCIAL,D7-ELEVATOR,205,1900,"159,000","5,447,340",34.26,"1,906,410",11.99,"3,540,930","26,237,000",165.01,0.28
Manhattan,1-00044-7501,1853-R1,18 PINE STREET,FINANCIAL,R4-CONDOMINIUM,408,1928,548976,23210705,42.28,5769738,10.51,17440967,118799990,216.4,1-00042-0001,100 MAIDEN LANE,FINANCIAL,D6-ELEVATOR,346,1930,290116,12265285,42.28,3047712,10.51,9217573,69551000,239.74,0.1,1-00016-0195,325 NORTH END AVENUE,TRIBECA,D8-ELEVATOR,276,2004,356483,14824344,41.58,4325175,12.13,10499169,79263000,222.35,0.43,1-00016-0185,211 NORTH END AVENUE,TRIBECA,D8-ELEVATOR,256,2004,"278,142","13,788,111",49.57,"3,677,770",13.22,"10,110,341","75,778,000",272.44,0.43
Manhattan,1-00052-7501,0947-R1,112 LIBERTY STREET,FINANCIAL,RR-CONDOMINIUM,13,1900,21069,461000,21.88,188000,8.92,273000,1875000,88.99,1-00065-0020,12 JOHN STREET,FINANCIAL,D6-ELEVATOR,20,1900,31118,890618,28.62,250756,8.06,639862,4807000,154.48,0.16,1-00065-0010,9 MAIDEN LANE,FINANCIAL,D5-ELEVATOR,68,1900,58354,2099485,35.98,645225,11.06,1454260,10730000,183.88,0.16,1-00097-0026,229 FRONT STREET,SOUTHBRIDGE,C7-WALK-UP,12,1900,"14,400","534,309",37.10,"165,637",11.50,"368,672","2,713,000",188.40,0.56
Manhattan,1-00052-7502,1034-R1,114 LIBERTY STREET,FINANCIAL,R4-CONDOMINIUM,12,1913,65992,2374392,35.98,729872,11.06,1644520,6787002,102.85,1-00065-0010,9 MAIDEN LANE,FINANCIAL,D5-ELEVATOR,68,1900,58354,2099485,35.98,645225,11.06,1454260,10730000,183.88,0.16,1-00071-0001,156 FRONT STREET,FINANCIAL,D7-ELEVATOR,66,1930,52969,1788390,33.76,543771,10.27,1244619,9239000,174.42,0.44,1-00107-0042,23 PECK SLIP,SOUTHBRIDGE,D7-ELEVATOR,24,1900,"25,903","959,447",37.04,"326,119",12.59,"633,328","2,948,000",113.81,0.58
Manhattan,1-00053-7502,2071-R1,123 WASHINGTON STREET,FINANCIAL,R4-CONDOMINIUM,160,2007,215467,7752503,35.98,2383065,11.06,5369438,39629986,183.93,1-00016-0195,325 NORTH END AVENUE,TRIBECA,D8-ELEVATOR,276,2004,356483,14824344,41.58,4325175,12.13,10499169,79263000,222.35,0.19,1-00065-0010,9 MAIDEN LANE,FINANCIAL,D5-ELEVATOR,68,1900,58354,2099485,35.98,645225,11.06,1454260,10730000,183.88,0.23,1-00065-0020,12 JOHN STREET,FINANCIAL,D6-ELEVATOR,20,1900,"31,118","890,618",28.62,"250,756",8.06,"639,862","4,807,000",154.48,0.23
Manhattan,1-00068-7501,1648-R1,80 JOHN STREET,FINANCIAL,R4-CONDOMINIUM,145,1927,186512,7885727,42.28,1960241,10.51,5925486,44711007,239.72,1-00077-0024,82 FULTON STREET,FINANCIAL,D7-ELEVATOR,205,1900,159000,5447340,34.26,1906410,11.99,3540930,26237000,165.01,0.06,1-00042-0001,100 MAIDEN LANE,FINANCIAL,D6-ELEVATOR,346,1930,290116,12265285,42.28,3047712,10.51,9217573,69551000,239.74,0.09,1-00016-0185,211 NORTH END AVENUE,TRIBECA,D8-ELEVATOR,256,2004,"278,142","13,788,111",49.57,"3,677,770",13.22,"10,110,341","75,778,000",272.44,0.52
Manhattan,1-00068-7502,1885-R1,90 WILLIAM STREET,FINANCIAL,R4-CONDOMINIUM,113,1967,112213,4744366,42.28,1179359,10.51,3565007,26900017,239.72,1-00170-0001,336 BROADWAY,CIVIC CENTER,D6-ELEVATOR,151,1999,139697,6730608,48.18,1609331,11.52,5121277,38422000,275.04,0.62,1-00042-0001,100 MAIDEN LANE,FINANCIAL,D6-ELEVATOR,346,1930,290116,12265285,42.28,3047712,10.51,9217573,69551000,239.74,0.06,1-00077-0024,82 FULTON STREET,FINANCIAL,D7-ELEVATOR,205,1900,"159,000","5,447,340",34.26,"1,906,410",11.99,"3,540,930","26,237,000",165.01,0.09
Manhattan,1-00069-7502,1062-R1,90 JOHN STREET,FINANCIAL,RR-CONDOMINIUM,221,1931,214364,7055000,32.91,2020000,9.42,5035000,37493000,174.9,1-00071-0001,156 FRONT STREET,FINANCIAL,D7-ELEVATOR,66,1930,52969,1788390,33.76,543771,10.27,1244619,9239000,174.42,0.12,1-00065-0010,9 MAIDEN LANE,FINANCIAL,D5-ELEVATOR,68,1900,58354,2099485,35.98,645225,11.06,1454260,10730000,183.88,0.21,1-00026-0014,37 WALL STREET,FINANCIAL,D5-ELEVATOR,374,1904,"377,214","13,406,186",35.54,"4,692,542",12.44,"8,713,644","64,398,000",170.72,0.23
Manhattan,1-00076-7501,1800-R1,15 CLIFF STREET,FINANCIAL,RR-CONDOMINIUM,156,2000,142626,4812280,33.74,1059660,7.43,3752620,24970000,175.07,1-00170-0001,336 BROADWAY,CIVIC CENTER,D6-ELEVATOR,151,1999,139697,6730608,48.18,1609331,11.52,5121277,38422000,275.04,0.55,1-00071-0001,156 FRONT STREET,FINANCIAL,D7-ELEVATOR,66,1930,52969,1788390,33.76,543771,10.27,1244619,9239000,174.42,0.16,1-00065-0010,9 MAIDEN LANE,FINANCIAL,D5-ELEVATOR,68,1900,"58,354","2,099,485",35.98,"645,225",11.06,"1,454,260","10,730,000",183.88,0.20
Manhattan,1-00076-7502,1935-R1,99 JOHN STREET,FINANCIAL,R4-CONDOMINIUM,441,2003,348157,14476368,41.58,4223144,12.13,10253224,77405999,222.33,1-00042-0001,100 MAIDEN LANE,FINANCIAL,D6-ELEVATOR,346,1930,290116,12265285,42.28,3047712,10.51,9217573,69551000,239.74,0.15,1-00016-0195,325 NORTH END AVENUE,TRIBECA,D8-ELEVATOR,276,2004,356483,14824344,41.58,4325175,12.13,10499169,79263000,222.35,0.58,1-00173-0027,343 BROADWAY,CIVIC CENTER,D6-ELEVATOR,359,2005,"396,000","14,128,690",35.68,"3,635,867",9.18,"10,492,823","77,529,000",195.78,0.60
Manhattan,1-00078-7503,1023-R1,80 NASSAU STREET,FINANCIAL,R9-CONDOMINIUM,11,1900,31738,1126699,35.5,292942,9.23,833757,6163000,194.18,1-00097-0024,225 FRONT STREET,SOUTHBRIDGE,D7-ELEVATOR,13,1900,15400,686500,44.58,217840,14.15,468660,3528000,229.09,0.34,1-00348-0040,90 CLINTON STREET,LOWER EAST SIDE,D6-ELEVATOR,36,1900,38498,1366791,35.5,355488,9.23,1011303,7475000,194.17,1.33,1-00373-0060,291 EAST 3 STREET,ALPHABET CITY,D5-ELEVATOR,12,1900,"11,160","342,516",30.69,"72,201",6.47,"270,315","1,661,000",148.84,1.69
Manhattan,1-00078-7507,1627-R1,111 WILLIAM STREET,FINANCIAL,R4-CONDOMINIUM,73,1909,89994,3333378,37.04,691154,7.68,2642224,19447000,216.09,1-00065-0010,9 MAIDEN LANE,FINANCIAL,D5-ELEVATOR,68,1900,58354,2099485,35.98,645225,11.06,1454260,10730000,183.88,0.11,1-00107-0042,23 PECK SLIP,SOUTHBRIDGE,D7-ELEVATOR,24,1900,25903,959447,37.04,326119,12.59,633328,2948000,113.81,0.31,1-00170-0001,336 BROADWAY,CIVIC CENTER,D6-ELEVATOR,151,1999,"139,697","6,730,608",48.18,"1,609,331",11.52,"5,121,277","38,422,000",275.04,0.52
Manhattan,1-00079-7502,1543-R1,130 FULTON STREET,FINANCIAL,R4-CONDOMINIUM,21,1900,66930,2408141,35.98,740246,11.06,1667895,12305999,183.86,1-00065-0010,9 MAIDEN LANE,FINANCIAL,D5-ELEVATOR,68,1900,58354,2099485,35.98,645225,11.06,1454260,10730000,183.88,0.05,1-00071-0001,156 FRONT STREET,FINANCIAL,D7-ELEVATOR,66,1930,52969,1788390,33.76,543771,10.27,1244619,9239000,174.42,0.33,1-00107-0042,23 PECK SLIP,SOUTHBRIDGE,D7-ELEVATOR,24,1900,"25,903","959,447",37.04,"326,119",12.59,"633,328","2,948,000",113.81,0.41
Manhattan,1-00079-7503,1551-R1,71 NASSAU STREET,FINANCIAL,R4-CONDOMINIUM,67,1906,66575,2395369,35.98,736320,11.06,1659049,12240999,183.87,1-00065-0010,9 MAIDEN LANE,FINANCIAL,D5-ELEVATOR,68,1900,58354,2099485,35.98,645225,11.06,1454260,10730000,183.88,0.05,1-00071-0001,156 FRONT STREET,FINANCIAL,D7-ELEVATOR,66,1930,52969,1788390,33.76,543771,10.27,1244619,9239000,174.42,0.33,1-00107-0042,23 PECK SLIP,SOUTHBRIDGE,D7-ELEVATOR,24,1900,"25,903","959,447",37.04,"326,119",12.59,"633,328","2,948,000",113.81,0.41
Manhattan,1-00090-7502,1137-R1,105 NASSAU STREET,SOUTHBRIDGE,R4-CONDOMINIUM,9,1923,20883,664288,31.81,244331,11.7,419957,3140000,150.36,1-00065-0020,12 JOHN STREET,FINANCIAL,D6-ELEVATOR,20,1900,31118,890618,28.62,250756,8.06,639862,4807000,154.48,0.15,1-00065-0010,9 MAIDEN LANE,FINANCIAL,D5-ELEVATOR,68,1900,58354,2099485,35.98,645225,11.06,1454260,10730000,183.88,0.15,1-00077-0024,82 FULTON STREET,FINANCIAL,D7-ELEVATOR,205,1900,"159,000","5,447,340",34.26,"1,906,410",11.99,"3,540,930","26,237,000",165.01,0.16
Manhattan,1-00095-7501,0118-R1,117 BEEKMAN STREET,SOUTHBRIDGE,R4-CONDOMINIUM,22,1983,37170,1254859,33.76,444182,11.95,810677,6017001,161.88,1-00107-0042,23 PECK SLIP,SOUTHBRIDGE,D7-ELEVATOR,24,1900,25903,959447,37.04,326119,12.59,633328,2948000,113.81,0.13,1-00071-0001,156 FRONT STREET,FINANCIAL,D7-ELEVATOR,66,1930,52969,1788390,33.76,543771,10.27,1244619,9239000,174.42,0.15,1-00077-0024,82 FULTON STREET,FINANCIAL,D7-ELEVATOR,205,1900,"159,000","5,447,340",34.26,"1,906,410",11.99,"3,540,930","26,237,000",165.01,0.17
Manhattan,1-00097-7502,1218-R1,130 BEEKMAN STREET,SOUTHBRIDGE,R4-CONDOMINIUM,18,1900,23044,733030,31.81,269608,11.7,463422,3455999,149.97,1-00077-0024,82 FULTON STREET,FINANCIAL,D7-ELEVATOR,205,1900,159000,5447340,34.26,1906410,11.99,3540930,26237000,165.01,0.22,1-00065-0020,12 JOHN STREET,FINANCIAL,D6-ELEVATOR,20,1900,31118,890618,28.62,250756,8.06,639862,4807000,154.48,0.38,1-00065-0010,9 MAIDEN LANE,FINANCIAL,D5-ELEVATOR,68,1900,"58,354","2,099,485",35.98,"645,225",11.06,"1,454,260","10,730,000",183.88,0.38
Manhattan,1-00097-7503,1412-R1,220 FRONT STREET,SOUTHBRIDGE,R4-CONDOMINIUM,15,1910,25825,871852,33.76,265223,10.27,606629,4503000,174.37,1-00107-0042,23 PECK SLIP,SOUTHBRIDGE,D7-ELEVATOR,24,1900,25903,959447,37.04,326119,12.59,633328,2948000,113.81,0.08,1-00071-0001,156 FRONT STREET,FINANCIAL,D7-ELEVATOR,66,1930,52969,1788390,33.76,543771,10.27,1244619,9239000,174.42,0.2,1-00065-0020,12 JOHN STREET,FINANCIAL,D6-ELEVATOR,20,1900,"31,118","890,618",28.62,"250,756",8.06,"639,862","4,807,000",154.48,0.38
Manhattan,1-00097-7504,1413-R1,214 FRONT STREET,SOUTHBRIDGE,R4-CONDOMINIUM,15,1999,20091,678272,33.76,206335,10.27,471937,3503000,174.36,1-00107-0042,23 PECK SLIP,SOUTHBRIDGE,D7-ELEVATOR,24,1900,25903,959447,37.04,326119,12.59,633328,2948000,113.81,0.08,1-00071-0001,156 FRONT STREET,FINANCIAL,D7-ELEVATOR,66,1930,52969,1788390,33.76,543771,10.27,1244619,9239000,174.42,0.2,1-00077-0024,82 FULTON STREET,FINANCIAL,D7-ELEVATOR,205,1900,"159,000","5,447,340",34.26,"1,906,410",11.99,"3,540,930","26,237,000",165.01,0.22
Manhattan,1-00132-7503,1042-R1,71 MURRAY STREET,TRIBECA,R4-CONDOMINIUM,11,2001,54500,2220330,40.74,712315,13.07,1508015,11391999,209.03,1-00016-0185,211 NORTH END AVENUE,TRIBECA,D8-ELEVATOR,256,2004,278142,13788111,49.57,3677770,13.22,10110341,75778000,272.44,0.39,1-00097-0032,24 PECK SLIP,SOUTHBRIDGE,D7-ELEVATOR,10,2004,14261,580960,40.74,186455,13.07,394505,7698000,539.79,0.65,1-00107-0042,23 PECK SLIP,SOUTHBRIDGE,D7-ELEVATOR,24,1900,"25,903","959,447",37.04,"326,119",12.59,"633,328","2,948,000",113.81,0.66
Manhattan,1-00133-7504,1084-R1,37 MURRAY STREET,CIVIC CENTER,R4-CONDOMINIUM,8,1969,17000,486540,28.62,137020,8.06,349520,2012991,118.41,1-00180-0029,7 HARRISON STREET,TRIBECA,D9-ELEVATOR,49,1900,33400,634619,19,298271,8.93,336348,2414000,72.28,0.28,1-00065-0020,12 JOHN STREET,FINANCIAL,D6-ELEVATOR,20,1900,31118,890618,28.62,250756,8.06,639862,4807000,154.48,0.33,1-00065-0010,9 MAIDEN LANE,FINANCIAL,D5-ELEVATOR,68,1900,"58,354","2,099,485",35.98,"645,225",11.06,"1,454,260","10,730,000",183.88,0.33
Manhattan,1-00133-7506,1411-R1,49 WARREN STREET,CIVIC CENTER,R4-CONDOMINIUM,10,1900,22964,826245,35.98,253982,11.06,572263,3971997,172.97,1-00065-0020,12 JOHN STREET,FINANCIAL,D6-ELEVATOR,20,1900,31118,890618,28.62,250756,8.06,639862,4807000,154.48,0.33,1-00065-0010,9 MAIDEN LANE,FINANCIAL,D5-ELEVATOR,68,1900,58354,2099485,35.98,645225,11.06,1454260,10730000,183.88,0.33,1-00107-0042,23 PECK SLIP,SOUTHBRIDGE,D7-ELEVATOR,24,1900,"25,903","959,447",37.04,"326,119",12.59,"633,328","2,948,000",113.81,0.59
Manhattan,1-00135-7501,0025-R1,261 BROADWAY,CIVIC CENTER,R9-CONDOMINIUM,65,1915,112500,4167000,37.04,864000,7.68,3303000,18150000,161.33,1-00065-0010,9 MAIDEN LANE,FINANCIAL,D5-ELEVATOR,68,1900,58354,2099485,35.98,645225,11.06,1454260,10730000,183.88,0.34,1-00170-0001,336 BROADWAY,CIVIC CENTER,D6-ELEVATOR,151,1999,139697,6730608,48.18,1609331,11.52,5121277,38422000,275.04,0.23,1-00107-0042,23 PECK SLIP,SOUTHBRIDGE,D7-ELEVATOR,24,1900,"25,903","959,447",37.04,"326,119",12.59,"633,328","2,948,000",113.81,0.52
Manhattan,1-00135-7504,1131-R1,270 BROADWAY,CIVIC CENTER,R4-CONDOMINIUM,87,1910,217318,9188205,42.28,2284012,10.51,6904193,52094996,239.72,1-00016-0185,211 NORTH END AVENUE,TRIBECA,D8-ELEVATOR,256,2004,278142,13788111,49.57,3677770,13.22,10110341,75778000,272.44,0.51,1-00042-0001,100 MAIDEN LANE,FINANCIAL,D6-ELEVATOR,346,1930,290116,12265285,42.28,3047712,10.51,9217573,69551000,239.74,0.51,1-00151-0001,101 DUANE STREET,CIVIC CENTER,D6-ELEVATOR,443,1988,"434,418","17,024,841",39.19,"5,786,448",13.32,"11,238,393","84,991,000",195.64,0.13
Manhattan,1-00137-7503,1593-R1,92 WARREN STREET,TRIBECA,R4-CONDOMINIUM,12,1920,30062,1081631,35.98,332486,11.06,749145,4928001,163.93,1-00065-0010,9 MAIDEN LANE,FINANCIAL,D5-ELEVATOR,68,1900,58354,2099485,35.98,645225,11.06,1454260,10730000,183.88,0.41,1-00107-0042,23 PECK SLIP,SOUTHBRIDGE,D7-ELEVATOR,24,1900,25903,959447,37.04,326119,12.59,633328,2948000,113.81,0.68,1-00071-0001,156 FRONT STREET,FINANCIAL,D7-ELEVATOR,66,1930,"52,969","1,788,390",33.76,"543,771",10.27,"1,244,619","9,239,000",174.42,0.70
Manhattan,1-00140-7502,0594-R1,311 GREENWICH STREET,TRIBECA,R4-CONDOMINIUM,80,1988,66551,2767191,41.58,807264,12.13,1959927,14796000,222.33,1-00016-0185,211 NORTH END AVENUE,TRIBECA,D8-ELEVATOR,256,2004,278142,13788111,49.57,3677770,13.22,10110341,75778000,272.44,0.47,1-00016-0195,325 NORTH END AVENUE,TRIBECA,D8-ELEVATOR,276,2004,356483,14824344,41.58,4325175,12.13,10499169,79263000,222.35,0.47,1-00224-0001,450 WASHINGTON STREET,TRIBECA,D8-ELEVATOR,286,2007,"305,542","12,050,000",39.44,"3,365,279",11.01,"8,684,721","65,664,000",214.91,0.54
Manhattan,1-00141-7504,0996-R1,166 DUANE STREET,TRIBECA,R4-CONDOMINIUM,30,1910,92487,3327682,35.98,1022906,11.06,2304776,17006001,183.87,1-00501-0006,423 WEST BROADWAY,SOHO,D7-ELEVATOR,28,1910,20670,969368,46.9,221865,10.73,747503,5617000,271.75,0.73,1-00065-0010,9 MAIDEN LANE,FINANCIAL,D5-ELEVATOR,68,1900,58354,2099485,35.98,645225,11.06,1454260,10730000,183.88,0.5,1-00071-0001,156 FRONT STREET,FINANCIAL,D7-ELEVATOR,66,1930,"52,969","1,788,390",33.76,"543,771",10.27,"1,244,619","9,239,000",174.42,0.78
